payment_installments,payment_type,customer_state,freight_value,price
4,credit_card,MG,14.1,44.95
1,credit_card,SP,17.2,69.9
2,credit_card,SP,13.18,106.3
9,credit_card,DF,20.01,149.0
5,credit_card,SC,17.78,39.9
1,boleto,MG,16.86,59.9
1,credit_card,SP,16.18,79.0
1,credit_card,SP,17.6,44.9
1,boleto,ES,25.63,12.9
6,credit_card,BA,18.62,149.99
10,credit_card,MG,21.38,127.0
8,credit_card,RJ,16.48,389.9
1,boleto,SP,38.75,61.5
4,credit_card,RJ,15.1,27.99
2,credit_card,PR,16.95,99.99
3,credit_card,SP,14.82,104.0
1,credit_card,SP,8.72,25.99
1,boleto,SP,11.85,24.5
1,credit_card,MG,15.9,165.0
1,boleto,SP,19.57,240.0
10,credit_card,SP,9.91,85.5
10,credit_card,SP,14.87,46.99
4,credit_card,MG,12.48,31.9
4,credit_card,SE,27.44,84.9
2,credit_card,RJ,16.87,88.0
4,credit_card,PR,23.36,79.9
10,credit_card,SP,53.79,176.99
10,credit_card,ES,21.3,719.88
8,credit_card,RJ,45.75,129.8
1,voucher,SP,18.46,119.9
2,credit_card,SP,18.46,119.9
8,credit_card,MG,21.75,397.0
1,credit_card,DF,17.66,54.9
1,boleto,MG,27.59,149.9
1,credit_card,RS,26.64,79.99
8,credit_card,SP,18.2,349.0
1,credit_card,SP,7.78,38.9
3,credit_card,RS,16.6,34.99
1,credit_card,RJ,16.11,29.9
2,credit_card,MG,22.28,49.9
1,boleto,MG,6.58,39.9
1,boleto,MG,34.87,149.99
3,credit_card,MG,27.06,139.99
3,credit_card,SP,12.79,37.5
9,credit_card,SP,24.09,465.0
3,credit_card,SP,12.79,19.0
6,credit_card,MG,15.1,25.0
6,credit_card,MG,15.1,25.0
1,credit_card,RS,15.11,45.0
1,credit_card,RS,15.11,45.0
1,voucher,RJ,26.57,69.9
2,credit_card,RJ,14.45,99.99
1,boleto,CE,25.63,37.55
1,credit_card,RR,77.98,129.99
3,credit_card,SC,12.88,89.9
4,credit_card,RJ,18.15,50.0
3,credit_card,MG,25.35,68.65
5,credit_card,SP,18.36,36.9
1,boleto,SP,13.92,80.0
10,credit_card,BA,88.24,259.0
1,boleto,SP,16.63,54.0
2,credit_card,SP,17.09,49.99
5,credit_card,RS,16.05,34.99
3,credit_card,RS,15.24,69.9
8,credit_card,RS,16.39,233.75
1,credit_card,MG,23.42,100.0
3,credit_card,MG,15.1,17.9
10,credit_card,SP,12.76,179.9
4,credit_card,SP,26.59,230.0
1,credit_card,SP,15.28,64.99
1,credit_card,SP,17.37,69.9
1,debit_card,SP,15.51,249.9
1,credit_card,MG,18.23,46.0
1,credit_card,SP,14.68,52.9
3,credit_card,SP,42.81,135.0
1,boleto,RJ,22.19,149.9
1,debit_card,SP,7.6,49.0
3,credit_card,SP,13.44,59.9
1,boleto,SP,11.92,59.9
2,credit_card,MG,14.21,124.0
6,credit_card,MG,18.16,129.99
1,boleto,SP,14.53,299.0
4,credit_card,MG,23.07,69.9
1,credit_card,SP,13.65,44.0
1,boleto,SP,18.46,249.9
2,credit_card,RJ,19.4,159.9
8,credit_card,MG,21.66,539.9
4,credit_card,MG,19.92,135.0
1,boleto,SC,23.56,108.9
2,credit_card,RJ,18.0,90.0
1,boleto,SP,12.79,22.99
1,credit_card,MG,15.23,19.0
3,credit_card,SP,23.81,415.0
1,credit_card,CE,61.15,124.9
6,credit_card,MG,12.39,97.9
1,boleto,SP,15.1,27.9
6,credit_card,BA,25.52,545.0
1,boleto,MS,19.67,99.99
1,boleto,SP,17.21,109.89
1,voucher,SP,18.47,21.9
1,credit_card,SP,18.47,21.9
1,voucher,SP,18.47,21.9
1,credit_card,SP,18.47,21.9
1,voucher,SP,1.85,25.9
1,credit_card,SP,1.85,25.9
1,boleto,BA,45.53,499.99
2,credit_card,RJ,17.87,89.0
8,credit_card,BA,24.24,330.0
1,credit_card,MG,18.23,35.99
3,credit_card,GO,18.49,55.9
1,debit_card,SP,14.45,99.9
1,credit_card,SP,16.33,20.0
8,credit_card,SP,13.64,89.0
1,boleto,MG,15.1,28.0
1,credit_card,SP,7.78,20.0
1,debit_card,MG,13.81,89.49
1,debit_card,MG,16.98,94.55
1,credit_card,SP,12.32,129.0
5,credit_card,SP,7.59,103.99
1,credit_card,SP,11.88,54.0
4,credit_card,SP,7.78,44.9
2,credit_card,PI,25.38,34.9
8,credit_card,CE,53.02,359.9
10,credit_card,MG,37.71,186.99
3,credit_card,RJ,16.19,229.0
1,boleto,SC,27.9,149.9
1,credit_card,RJ,15.89,163.0
1,debit_card,MG,7.71,10.9
10,credit_card,SC,85.59,359.98
10,credit_card,SC,85.59,359.98
2,credit_card,SP,15.1,40.0
10,credit_card,AL,29.73,99.0
1,credit_card,SP,16.25,69.0
2,credit_card,SP,8.72,75.0
1,credit_card,RJ,17.63,28.9
1,debit_card,SP,23.68,126.0
5,credit_card,SP,40.93,134.99
1,credit_card,RJ,17.75,70.97
1,credit_card,RJ,17.75,70.97
3,credit_card,RS,15.3,78.0
3,credit_card,RJ,16.14,54.99
4,credit_card,PR,15.1,24.99
4,credit_card,PE,46.78,169.9
3,credit_card,SP,12.79,26.0
3,credit_card,BA,17.28,49.9
4,credit_card,RJ,15.85,106.9
2,credit_card,SP,8.72,69.9
10,credit_card,SP,12.13,89.9
4,credit_card,SP,12.72,84.9
1,boleto,MG,18.77,95.0
5,credit_card,PA,22.01,229.99
2,credit_card,SP,8.88,17.89
1,credit_card,PE,19.31,89.0
1,boleto,SP,11.85,12.0
1,credit_card,SP,18.4,820.05
1,boleto,MT,18.2,89.9
1,credit_card,SC,18.23,26.0
1,credit_card,SP,12.62,69.9
3,credit_card,PR,35.9,119.0
1,boleto,SP,8.29,15.0
1,boleto,SP,8.88,59.9
1,credit_card,SP,11.74,26.9
1,credit_card,PA,39.37,187.9
1,credit_card,RJ,16.49,104.0
3,credit_card,SP,17.44,479.82
10,credit_card,SP,60.3,249.9
5,credit_card,MG,17.96,179.0
6,credit_card,RJ,22.93,39.9
4,credit_card,PR,27.49,166.99
5,credit_card,SP,9.34,44.79
10,credit_card,BA,26.52,521.9
1,boleto,SP,7.39,27.99
1,boleto,RS,37.04,27.9
1,debit_card,ES,18.23,15.9
10,credit_card,SP,19.63,199.0
5,credit_card,SP,25.45,359.0
2,credit_card,SP,17.48,109.9
10,credit_card,DF,24.51,319.0
1,credit_card,SP,7.78,31.9
1,credit_card,ES,49.03,599.0
3,credit_card,RJ,18.49,129.99
4,credit_card,SP,18.05,271.99
1,boleto,CE,14.28,35.0
1,boleto,CE,14.28,35.0
3,credit_card,RJ,15.08,132.0
1,boleto,SP,7.65,55.0
1,boleto,RJ,14.11,18.99
3,credit_card,PB,35.35,104.99
1,voucher,PB,35.35,104.99
1,boleto,RS,15.1,49.99
2,credit_card,SP,12.13,90.0
1,credit_card,RS,40.72,199.99
6,credit_card,SP,11.9,56.99
2,credit_card,SP,15.66,199.9
2,credit_card,SP,19.83,249.9
8,credit_card,RJ,45.85,265.0
1,boleto,SP,17.92,41.9
1,boleto,DF,8.28,99.89
1,credit_card,MG,15.1,39.0
10,credit_card,MG,16.74,139.99
4,credit_card,MG,49.5,139.0
1,credit_card,RJ,12.93,25.0
1,boleto,SP,13.68,9.8
1,boleto,SP,1.09,12.9
8,credit_card,MG,19.84,249.0
3,credit_card,SP,3.89,45.0
3,credit_card,SP,3.89,45.0
5,credit_card,SP,11.15,55.0
1,credit_card,SP,13.64,89.0
1,credit_card,SP,13.64,89.0
2,credit_card,BA,22.35,59.5
1,credit_card,PR,16.88,89.9
5,credit_card,SP,7.95,98.9
10,credit_card,RJ,27.67,134.99
1,boleto,SE,38.11,79.99
1,boleto,SC,22.06,42.9
1,credit_card,SP,13.44,49.0
1,boleto,SP,24.66,35.99
1,boleto,SP,24.66,35.99
3,credit_card,SP,12.6,91.49
3,credit_card,SP,12.6,91.49
1,credit_card,SP,10.96,22.9
1,credit_card,RS,19.41,62.9
1,boleto,RN,34.15,49.99
3,credit_card,GO,18.16,129.99
1,voucher,RJ,25.28,62.9
3,credit_card,RJ,25.28,62.9
1,voucher,RJ,25.28,62.9
3,credit_card,RJ,25.28,62.9
1,credit_card,RJ,19.59,56.99
4,credit_card,SP,21.28,89.9
6,credit_card,MG,33.42,129.97
3,credit_card,SP,14.1,15.9
3,credit_card,SP,13.83,179.0
1,voucher,SP,7.39,49.0
1,credit_card,SP,7.78,20.99
2,credit_card,SP,13.45,145.0
8,credit_card,RJ,13.41,399.9
1,boleto,SP,11.97,109.99
5,credit_card,RS,16.05,39.99
1,credit_card,RS,3.26,31.76
1,credit_card,RS,26.83,176.21
6,credit_card,BA,18.13,99.9
4,credit_card,CE,26.96,59.99
10,credit_card,TO,32.84,55.0
10,credit_card,TO,32.84,55.0
10,credit_card,TO,32.84,55.0
10,credit_card,SP,13.11,229.9
10,credit_card,SP,13.11,229.9
4,credit_card,SP,12.97,89.9
5,credit_card,PE,37.04,12.99
1,boleto,RJ,15.33,32.99
4,credit_card,SP,14.35,190.0
1,voucher,SP,14.35,190.0
1,boleto,ES,15.27,24.53
1,boleto,SP,16.97,75.0
4,credit_card,BA,17.53,155.99
6,credit_card,ES,18.96,59.9
1,voucher,RJ,18.72,120.0
1,boleto,PR,20.16,55.9
1,boleto,PR,8.07,49.0
7,credit_card,RO,96.28,210.0
1,boleto,SC,27.69,105.0
1,credit_card,BA,15.79,21.9
1,boleto,SE,27.38,75.0
1,credit_card,SP,17.34,41.0
2,credit_card,BA,18.65,154.08
1,credit_card,AL,22.67,20.0
1,boleto,RJ,14.1,49.0
1,boleto,PR,14.1,40.9
1,credit_card,SP,9.94,69.9
1,boleto,SP,16.34,52.17
1,credit_card,RJ,20.02,75.0
4,credit_card,MG,18.31,29.99
1,voucher,DF,38.46,26.88
1,voucher,DF,38.46,26.88
1,credit_card,MG,18.31,30.0
1,voucher,MG,23.42,119.9
1,credit_card,MG,23.42,119.9
1,voucher,MG,23.42,119.9
1,voucher,MG,23.42,119.9
1,voucher,MG,23.42,119.9
1,credit_card,MG,23.42,119.9
1,voucher,MG,23.42,119.9
1,voucher,MG,23.42,119.9
1,voucher,MG,4.44,38.99
1,credit_card,MG,4.44,38.99
1,voucher,MG,4.44,38.99
1,voucher,MG,4.44,38.99
1,credit_card,PA,17.63,39.99
1,boleto,MA,35.84,74.99
5,credit_card,MS,21.43,35.0
1,boleto,SP,11.15,57.49
1,boleto,ES,20.61,159.9
1,credit_card,SC,16.16,56.99
1,credit_card,SC,16.16,56.99
3,credit_card,RJ,20.08,85.0
1,credit_card,SP,14.84,74.99
1,credit_card,SP,14.84,74.99
3,credit_card,SC,14.36,122.99
3,credit_card,SC,14.35,24.9
1,voucher,GO,15.1,3.9
2,credit_card,SP,8.65,199.0
1,voucher,SP,8.65,199.0
1,credit_card,SP,16.53,49.0
1,credit_card,SP,16.26,89.9
1,credit_card,SP,16.26,89.9
1,credit_card,SP,17.44,169.9
10,credit_card,SC,17.15,198.99
1,boleto,RS,18.34,109.9
3,credit_card,SP,9.6,40.99
3,credit_card,SP,9.6,40.99
1,boleto,SP,7.78,34.9
6,credit_card,BA,23.11,199.9
1,credit_card,GO,12.83,99.99
1,credit_card,SC,16.31,79.0
1,credit_card,SP,7.39,13.65
1,credit_card,RJ,12.85,39.9
1,credit_card,SP,8.0,116.5
4,credit_card,CE,24.94,69.9
3,credit_card,SP,16.11,49.9
6,credit_card,SP,11.73,59.9
3,credit_card,RJ,18.26,99.0
10,credit_card,SP,108.15,760.0
10,credit_card,SP,108.15,760.0
1,credit_card,SP,8.72,38.99
10,credit_card,RJ,10.54,399.0
2,credit_card,SP,14.2,89.0
3,credit_card,PE,25.99,214.9
2,credit_card,SP,13.35,144.9
1,credit_card,SP,7.46,29.15
2,credit_card,SP,40.78,198.9
5,credit_card,SP,11.9,99.99
1,credit_card,SP,11.3,39.9
2,credit_card,RS,7.95,109.9
1,boleto,SP,8.36,29.0
10,credit_card,BA,23.98,149.9
1,boleto,SP,11.17,77.9
3,credit_card,SP,8.93,109.9
1,credit_card,SP,11.78,164.9
1,credit_card,SP,11.78,164.9
5,credit_card,RJ,9.39,139.65
2,credit_card,PE,32.77,139.0
1,credit_card,DF,16.88,159.9
10,credit_card,SP,20.29,315.0
1,boleto,SP,7.39,53.69
8,credit_card,PR,15.1,28.9
8,credit_card,PR,15.1,28.9
3,credit_card,SP,13.08,54.9
2,credit_card,SP,8.92,89.9
2,credit_card,MS,18.79,79.0
3,credit_card,BA,17.31,125.0
2,credit_card,SP,12.9,79.9
1,boleto,GO,16.92,69.0
1,credit_card,SP,7.78,38.99
1,debit_card,SP,7.78,53.99
1,credit_card,SP,7.87,49.49
4,credit_card,RJ,14.1,34.99
5,credit_card,PR,18.52,240.35
10,credit_card,MG,26.95,623.7
4,credit_card,SP,22.11,115.99
3,credit_card,SP,28.18,299.9
5,credit_card,SP,16.26,89.9
2,credit_card,RJ,17.88,89.99
1,credit_card,MG,22.06,18.9
1,credit_card,RJ,14.52,23.9
1,voucher,RS,13.99,92.5
1,credit_card,MG,19.67,67.99
1,boleto,MG,18.35,34.99
1,credit_card,PI,24.84,32.9
1,credit_card,SP,9.34,19.99
6,credit_card,RJ,15.52,109.9
1,credit_card,RJ,16.19,61.9
8,credit_card,BA,16.79,24.9
8,credit_card,BA,16.79,24.9
6,credit_card,RS,16.11,48.9
3,credit_card,SP,7.42,22.99
2,credit_card,GO,18.12,99.0
2,credit_card,RJ,11.93,249.99
1,boleto,RJ,16.11,24.9
1,boleto,RJ,16.11,24.9
1,boleto,RJ,16.11,24.9
10,credit_card,SP,11.79,99.9
3,credit_card,SE,72.64,149.98
2,credit_card,MG,15.38,89.9
1,boleto,SC,17.78,148.0
3,credit_card,SP,11.85,20.9
3,credit_card,SP,11.85,20.9
2,credit_card,SP,14.45,204.0
8,credit_card,SP,13.11,229.9
1,boleto,SP,21.64,238.9
9,credit_card,MA,227.57,380.0
2,credit_card,SP,13.71,46.0
3,credit_card,MG,17.16,129.99
1,boleto,SP,15.1,14.9
1,boleto,SP,16.7,59.0
1,boleto,SP,8.35,129.0
1,boleto,SP,16.7,59.0
1,boleto,SP,16.7,59.0
1,boleto,SC,18.3,149.9
3,credit_card,SP,7.78,59.9
6,credit_card,SP,35.02,250.0
10,credit_card,PR,17.64,199.0
3,credit_card,SP,18.35,139.94
1,credit_card,SP,16.6,119.9
2,credit_card,SP,12.79,17.9
2,credit_card,SP,12.79,17.9
2,credit_card,MG,25.25,58.9
1,credit_card,MG,18.23,19.0
1,credit_card,RN,38.21,94.9
1,credit_card,RN,38.21,94.9
1,boleto,BA,45.99,99.0
5,credit_card,SP,11.85,15.9
5,credit_card,SP,11.85,15.9
1,boleto,DF,15.52,60.03
1,voucher,SP,7.78,23.99
8,credit_card,SP,15.98,505.5
1,boleto,RO,51.04,77.5
4,credit_card,RJ,20.08,119.9
3,credit_card,SP,7.39,44.9
2,credit_card,SP,10.96,13.9
1,credit_card,SP,10.96,18.99
4,credit_card,RJ,14.72,79.0
3,credit_card,SP,9.34,22.5
3,credit_card,MG,22.94,52.0
1,credit_card,PA,17.63,49.0
1,credit_card,RJ,14.1,23.7
1,credit_card,RJ,14.1,23.7
1,credit_card,SP,12.8,56.97
5,credit_card,MG,17.32,223.51
1,credit_card,SP,10.17,259.9
1,boleto,RJ,21.35,53.9
4,credit_card,RJ,18.64,198.89
1,boleto,MA,88.22,139.99
1,boleto,SP,17.86,149.9
1,credit_card,MT,20.92,169.99
1,credit_card,SP,9.01,37.5
3,credit_card,MG,15.62,57.99
3,credit_card,SP,17.99,59.0
2,credit_card,SP,12.61,44.9
1,voucher,SP,17.67,59.9
2,credit_card,SP,15.41,43.99
1,credit_card,SC,19.67,69.0
8,credit_card,RJ,25.6,209.99
1,credit_card,SP,12.82,53.9
5,credit_card,RS,23.13,79.0
1,boleto,MG,17.67,59.9
1,credit_card,MG,15.1,5.2
1,credit_card,SP,7.78,49.0
3,credit_card,MG,16.79,16.9
8,credit_card,SP,15.46,1099.99
1,boleto,MG,15.38,89.9
1,debit_card,PA,36.53,56.0
1,debit_card,PA,36.53,56.0
1,debit_card,PA,14.61,49.9
8,credit_card,PR,18.5,535.9
10,credit_card,SP,8.49,44.99
10,credit_card,SP,8.49,49.99
3,credit_card,SP,8.64,69.0
1,debit_card,SP,12.69,32.99
1,debit_card,SP,12.69,32.99
1,debit_card,SP,12.69,32.99
1,debit_card,SP,12.69,32.99
1,debit_card,SP,12.69,32.99
1,debit_card,SP,12.69,32.99
3,credit_card,MG,18.17,130.99
2,credit_card,SP,13.15,84.99
1,boleto,PR,0.0,110.0
1,credit_card,SP,7.39,9.0
1,credit_card,SP,18.0,11.2
1,credit_card,SP,15.1,29.9
1,credit_card,RJ,15.51,109.0
2,credit_card,SP,15.48,104.0
1,boleto,ES,19.9,101.0
1,credit_card,SP,7.41,21.99
3,credit_card,SC,15.47,136.0
3,credit_card,SC,15.47,69.9
1,credit_card,RJ,19.54,49.9
1,credit_card,RJ,19.54,49.9
1,credit_card,RJ,19.54,49.9
3,credit_card,SP,21.63,46.99
10,credit_card,SP,33.33,219.9
10,credit_card,SP,33.33,219.9
5,credit_card,PA,24.7,99.99
1,credit_card,SP,12.43,36.5
9,credit_card,SP,14.86,77.9
1,boleto,SP,14.09,198.0
1,credit_card,PR,15.23,14.9
1,boleto,MG,19.32,29.89
5,credit_card,MG,14.38,89.9
2,credit_card,PE,47.5,151.9
1,boleto,PR,15.1,29.9
3,credit_card,BA,17.03,84.9
1,credit_card,SP,7.87,11.0
1,credit_card,RJ,19.38,59.0
2,credit_card,SC,23.55,89.1
2,credit_card,SC,23.55,89.1
2,credit_card,SP,11.85,45.95
1,boleto,PR,17.8,79.0
1,boleto,SP,17.57,119.94
1,debit_card,PI,21.15,24.99
3,credit_card,SP,15.38,185.99
4,credit_card,RJ,11.1,389.0
1,boleto,PR,15.1,48.9
1,credit_card,RJ,15.1,39.99
1,credit_card,SP,7.87,18.0
4,credit_card,ES,24.43,18.0
4,credit_card,ES,16.29,20.9
5,credit_card,MG,63.16,399.99
1,credit_card,MA,21.22,59.9
4,credit_card,MG,16.81,79.9
1,debit_card,CE,37.3,55.0
1,credit_card,SP,54.72,139.0
1,boleto,SP,38.16,49.0
10,credit_card,SP,16.56,258.9
1,boleto,SP,13.37,34.9
1,boleto,PR,20.6,53.2
1,boleto,PR,20.6,53.2
1,boleto,MG,15.23,39.9
1,boleto,PE,110.43,599.0
1,boleto,PE,110.43,599.0
1,credit_card,SP,7.78,7.0
1,boleto,SP,11.15,65.0
5,credit_card,AM,68.39,1190.65
3,credit_card,SP,10.15,104.9
1,boleto,SP,12.62,159.9
1,boleto,RS,15.1,24.98
3,credit_card,MG,16.11,25.0
1,voucher,BA,19.66,59.9
2,credit_card,SP,11.85,17.99
1,voucher,PR,19.48,42.0
1,credit_card,PR,19.48,42.0
2,credit_card,SP,7.78,49.99
4,credit_card,MG,12.65,89.99
4,credit_card,MG,12.65,59.99
1,credit_card,SP,16.11,37.87
6,credit_card,SP,26.99,39.9
1,credit_card,SP,9.85,157.41
1,credit_card,SP,7.78,10.99
1,credit_card,RN,51.31,115.0
4,credit_card,RJ,18.65,200.0
6,credit_card,SP,13.32,259.9
4,credit_card,ES,18.7,59.9
9,credit_card,SP,16.48,102.9
1,boleto,RJ,14.1,45.0
1,credit_card,PR,12.79,94.56
1,credit_card,SP,10.96,36.75
1,credit_card,SP,10.96,36.75
1,boleto,SP,12.19,98.0
1,credit_card,SP,15.6,75.9
1,credit_card,SP,15.6,75.9
4,credit_card,MG,24.2,199.9
1,boleto,RO,50.85,24.99
2,credit_card,SP,7.78,15.0
3,credit_card,SP,17.96,149.9
3,credit_card,SP,7.78,53.99
6,credit_card,PB,27.24,109.9
1,credit_card,RJ,17.72,66.9
1,boleto,RJ,19.36,179.9
1,credit_card,MG,13.11,139.9
2,credit_card,SP,7.71,20.3
2,credit_card,SP,7.71,20.3
1,credit_card,SP,15.1,39.99
1,boleto,RJ,22.22,389.99
2,credit_card,PR,105.32,306.59
1,boleto,RN,37.9,49.9
1,credit_card,RJ,9.77,149.99
2,credit_card,RN,11.38,49.0
2,credit_card,RN,11.38,49.0
2,credit_card,RN,11.38,49.0
6,credit_card,SP,7.86,86.8
3,credit_card,RS,26.38,219.99
2,credit_card,RS,98.87,214.0
2,credit_card,RS,98.87,214.0
1,credit_card,RS,15.31,79.8
4,credit_card,MG,14.1,29.99
2,credit_card,SP,11.76,79.9
1,debit_card,MG,27.92,139.0
1,credit_card,RJ,14.1,14.9
4,credit_card,RJ,21.12,89.9
1,boleto,RS,18.35,105.0
5,credit_card,SP,13.88,43.0
1,boleto,RJ,14.52,29.0
4,credit_card,MG,37.54,610.0
1,credit_card,SP,15.52,108.0
1,credit_card,SP,15.52,108.0
1,boleto,SP,8.27,18.0
1,credit_card,SP,13.65,89.9
1,voucher,PR,14.52,19.9
3,credit_card,BA,20.35,158.0
1,boleto,MT,26.96,60.0
7,credit_card,RJ,15.14,55.3
1,boleto,PR,15.1,10.9
3,credit_card,SP,7.39,29.99
1,credit_card,SP,7.39,49.9
1,boleto,SC,21.68,120.0
1,credit_card,MT,16.79,12.89
1,boleto,SP,17.98,166.94
1,boleto,SP,17.98,166.94
1,voucher,SP,8.29,49.9
10,credit_card,SP,14.75,399.0
1,credit_card,MG,8.07,70.0
5,credit_card,SP,9.61,179.49
2,credit_card,SP,13.99,138.0
1,boleto,SP,18.23,49.0
1,credit_card,SP,12.8,65.99
2,credit_card,SP,18.66,79.99
1,boleto,SP,9.34,7.0
1,boleto,SP,9.34,7.0
1,boleto,RJ,19.04,566.88
5,credit_card,BA,22.14,29.99
1,credit_card,RJ,19.98,69.9
8,credit_card,SP,13.08,75.0
1,credit_card,SP,16.44,115.0
3,credit_card,RJ,15.23,21.9
1,credit_card,SP,9.34,59.99
1,credit_card,SC,23.84,139.0
2,credit_card,MG,14.52,29.9
3,credit_card,RR,48.21,201.55
3,credit_card,RR,48.21,201.55
1,boleto,DF,19.84,40.5
1,credit_card,DF,22.93,29.99
3,credit_card,MG,13.37,24.5
1,boleto,PE,27.23,98.0
1,boleto,MA,50.92,28.12
1,credit_card,MG,15.38,89.79
4,credit_card,SP,17.32,150.0
1,credit_card,RJ,18.23,25.0
3,credit_card,GO,15.29,59.0
2,credit_card,RJ,15.44,99.0
6,credit_card,PR,20.0,108.9
1,credit_card,SP,7.39,21.0
1,credit_card,SP,7.39,21.0
1,credit_card,MG,15.1,49.9
2,credit_card,MG,15.75,123.99
5,credit_card,SP,83.04,389.9
6,credit_card,SP,83.04,389.9
1,credit_card,SP,8.4,45.9
8,credit_card,MG,26.72,269.0
1,boleto,SP,15.95,249.9
2,credit_card,SP,14.1,42.0
6,credit_card,AL,314.4,1045.0
8,credit_card,MG,19.91,259.0
10,credit_card,MG,19.34,53.0
10,credit_card,MG,19.34,53.0
2,credit_card,SP,11.89,39.99
1,credit_card,SP,7.39,19.0
4,credit_card,SP,12.83,69.99
1,boleto,RJ,40.37,149.0
1,credit_card,SP,12.89,65.0
1,boleto,AM,22.06,180.0
1,boleto,SP,9.34,29.9
3,credit_card,SP,15.91,259.99
1,credit_card,RJ,15.31,79.99
4,credit_card,RJ,15.87,158.9
3,credit_card,MG,14.81,152.0
1,boleto,MG,18.46,119.9
3,credit_card,BA,18.05,89.0
3,credit_card,SP,14.18,249.0
1,boleto,SP,18.51,59.0
2,credit_card,SP,13.65,89.97
1,boleto,RS,16.7,134.9
1,boleto,RS,16.7,134.9
3,credit_card,SP,7.78,63.99
4,credit_card,MG,14.8,89.9
4,credit_card,SP,9.34,59.99
1,credit_card,MG,14.18,119.9
1,credit_card,SP,15.67,129.9
10,credit_card,RJ,21.91,389.0
1,credit_card,MG,7.71,34.9
3,credit_card,SP,17.8,127.0
6,credit_card,SP,11.9,114.9
1,credit_card,SP,7.7,119.99
4,credit_card,SP,10.15,58.99
1,boleto,SP,31.0,99.0
4,credit_card,SP,9.27,52.9
10,credit_card,SP,21.98,554.9
4,credit_card,GO,15.1,29.99
5,credit_card,RJ,16.79,39.9
1,boleto,SP,13.46,53.9
5,credit_card,PR,15.1,49.0
1,credit_card,SP,7.39,40.0
1,credit_card,SP,7.39,40.0
1,credit_card,SP,7.39,40.0
1,credit_card,BA,16.79,29.9
1,credit_card,BA,16.79,29.9
3,credit_card,SP,13.42,56.7
2,credit_card,PR,18.27,55.0
2,credit_card,SP,11.85,26.0
1,boleto,MG,18.21,89.99
1,boleto,BA,23.98,149.9
1,boleto,RS,18.98,156.45
2,credit_card,SP,11.85,35.5
1,credit_card,SP,9.44,59.9
3,credit_card,SP,14.37,89.0
9,credit_card,PE,28.87,66.9
6,credit_card,PE,27.78,139.99
4,credit_card,SP,15.11,40.8
10,credit_card,CE,33.06,86.9
10,credit_card,PR,15.1,39.99
10,credit_card,PR,15.1,39.99
3,credit_card,SP,9.25,284.9
2,credit_card,MG,30.5,209.0
1,credit_card,PR,18.23,29.7
1,boleto,PR,42.03,150.0
2,credit_card,RJ,22.52,84.0
1,credit_card,SP,11.15,22.99
1,boleto,CE,15.1,40.0
3,credit_card,RS,12.77,57.89
3,credit_card,PR,15.27,74.9
10,credit_card,SP,13.6,179.9
1,boleto,SC,17.67,59.9
1,boleto,SC,17.67,59.9
1,credit_card,RJ,22.28,49.9
1,credit_card,RJ,22.28,49.9
2,credit_card,RJ,9.18,252.0
3,credit_card,MG,16.11,45.9
1,boleto,MG,15.1,10.99
3,credit_card,MG,26.91,52.5
3,credit_card,MG,26.91,52.5
1,boleto,SP,7.39,17.0
1,boleto,SP,7.39,17.0
1,boleto,SP,7.39,17.0
1,credit_card,RJ,15.23,12.9
1,credit_card,SC,18.27,99.0
10,credit_card,SP,17.96,119.0
1,credit_card,RJ,15.1,37.0
2,credit_card,SP,21.6,137.0
1,credit_card,GO,15.1,24.99
1,credit_card,SP,7.78,25.99
1,credit_card,SP,12.79,35.9
6,credit_card,SP,13.4,54.9
10,credit_card,MG,23.49,129.9
5,credit_card,SP,16.11,39.0
1,boleto,MS,16.85,155.0
1,debit_card,PE,22.6,76.9
5,credit_card,SP,11.74,48.9
1,credit_card,SP,38.48,29.9
1,credit_card,RS,21.61,75.0
1,debit_card,RJ,14.1,28.99
1,credit_card,SP,16.13,98.0
8,credit_card,SP,8.67,129.9
4,credit_card,MG,17.6,39.9
2,credit_card,MA,69.93,159.99
1,credit_card,SP,7.39,6.99
6,credit_card,SC,15.56,44.55
6,credit_card,PE,44.55,24.99
6,credit_card,PE,22.27,39.99
6,credit_card,PE,44.55,24.99
2,credit_card,PE,25.3,115.99
2,credit_card,SP,14.1,27.9
2,credit_card,SP,9.12,110.0
4,credit_card,SP,37.27,572.0
4,credit_card,RS,17.95,99.9
1,boleto,MG,21.1,149.9
3,credit_card,MG,12.5,52.9
10,credit_card,MG,69.41,599.99
3,credit_card,BA,27.43,69.0
1,boleto,MG,115.43,700.0
6,credit_card,MG,18.37,159.9
4,credit_card,BA,24.62,209.9
1,voucher,MG,17.6,36.0
1,credit_card,MG,17.6,36.0
2,credit_card,SP,11.73,71.0
4,credit_card,PE,34.15,16.99
4,credit_card,PR,21.09,85.99
3,credit_card,MG,14.1,25.0
1,credit_card,SP,13.57,79.0
1,boleto,RS,25.63,38.9
6,credit_card,BA,27.41,97.0
1,debit_card,RN,22.85,20.9
1,credit_card,SP,15.18,59.9
1,credit_card,RS,15.3,28.0
1,credit_card,BA,16.79,19.9
1,voucher,BA,16.79,19.9
1,voucher,BA,16.79,19.9
1,voucher,BA,16.79,19.9
2,credit_card,SP,7.78,16.99
5,credit_card,PR,65.51,99.99
1,credit_card,SP,18.25,67.9
1,credit_card,DF,5.03,28.0
